FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
040927;0900;12;;;
040927;1000;17;;;
040927;1100;22;;;
040927;1200;28;;;
040927;1300;41;;;
040927;1400;52;;;
040927;1500;41;;;
040927;1600;42;;;
040927;1700;22;;;
040927;1800;7;;;
040927;1900;2;;;
040927;2000;4;;;
040927;2100;1;;;
040927;2200;1;;;
040927;2300;1;;;
040928;0000;2;;;
040928;0100;1;;;
040928;0200;2;;;
040928;0300;3;;;
040928;0400;3;;;
040928;0500;5;;;
040928;0600;4;;;
040928;0700;2;;;
040928;0800;8;;;
040928;0900;20;;;
040928;1000;29;;;
040928;1100;37;;;
040928;1200;45;;;
040928;1300;51;;;
040928;1400;65;;;
040928;1500;70;;;
040928;1600;49;;;
040928;1700;36;;;
040928;1800;18;;;
040928;1900;2;;;
040928;2000;1;;;
040928;2100;2;;;
040928;2200;2;;;
040928;2300;1;;;
040929;0000;1;;;
040929;0100;3;;;
040929;0200;13;;;
040929;0300;16;;;
040929;0400;16;;;
040929;0500;8;;;
040929;0600;2;;;
040929;0700;1;;;
040929;0800;4;;;
040929;0900;12;;;
040929;1000;15;;;
040929;1100;23;;;
040929;1200;28;;;
040929;1300;28;;;
040929;1400;26;;;
040929;1500;25;;;
040929;1600;25;;;
040929;1700;20;;;
040929;1800;9;;;
040929;1900;4;;;
040929;2000;1;;;
040929;2100;1;;;
040929;2200;1;;;
040929;2300;1;;;
040930;0000;2;;;
040930;0100;4;;;
040930;0200;1;;;
040930;0300;1;;;
040930;0400;1;;;
040930;0500;2;;;
040930;0600;2;;;
040930;0700;2;;;
040930;0800;14;;;
040930;0900;18;;;
040930;1000;30;;;
040930;1100;35;;;
040930;1200;41;;;
040930;1300;60;;;
040930;1400;78;;;
040930;1500;71;;;
040930;1600;60;;;
040930;1700;50;;;
040930;1800;29;;;
040930;1900;11;;;
040930;2000;1;;;
040930;2100;1;;;
040930;2200;2;;;
040930;2300;1;;;
041001;0000;4;;;
041001;0100;9;;;
041001;0200;13;;;
041001;0300;16;;;
041001;0400;18;;;
041001;0500;14;;;
041001;0600;6;;;
041001;0700;8;;;
041001;0800;10;;;
041001;0900;26;;;
041001;1000;39;;;
041001;1100;48;;;
041001;1200;56;;;
041001;1300;73;;;
041001;1400;96;;;
041001;1500;89;;;
041001;1600;64;;;
041001;1700;53;;;
041001;1800;27;;;
041001;1900;7;;;
041001;2000;1;;;
041001;2100;1;;;
041001;2200;1;;;
041001;2300;1;;;
041002;0000;1;;;
041002;0100;1;;;
041002;0200;1;;;
041002;0300;2;;;
041002;0400;1;;;
041002;0500;8;;;
041002;0600;6;;;
041002;0700;5;;;
041002;0800;16;;;
041002;0900;23;;;
041002;1000;33;;;
041002;1100;42;;;
041002;1200;61;;;
041002;1300;76;;;
041002;1400;77;;;
041002;1500;90;;;
041002;1600;68;;;
041002;1700;37;;;
041002;1800;19;;;
041002;1900;8;;;
041002;2000;3;;;
041002;2100;1;;;
041002;2200;1;;;
041002;2300;1;;;
041003;0000;1;;;
041003;0100;1;;;
041003;0200;3;;;
041003;0300;5;;;
041003;0400;5;;;
041003;0500;5;;;
041003;0600;6;;;
041003;0700;13;;;
041003;0800;25;;;
041003;0900;32;;;
041003;1000;47;;;
041003;1100;68;;;
041003;1200;82;;;
041003;1300;93;;;
041003;1400;98;;;
041003;1500;49;;;
041003;1600;53;;;
041003;1700;51;;;
041003;1800;31;;;
041003;1900;11;;;
041003;2000;1;;;
041003;2100;1;;;
041003;2200;1;;;
041003;2300;1;;;
041004;0000;1;;;
041004;0100;9;;;
041004;0200;16;;;
041004;0300;9;;;
041004;0400;8;;;
041004;0500;20;;;
041004;0600;17;;;
041004;0700;5;;;
041004;0800;19;;;
041004;0900;35;;;
041004;1000;37;;;
041004;1100;51;;;
041004;1200;59;;;
041004;1300;94;;;
041004;1400;101;;;
041004;1500;82;;;
041004;1600;60;;;
041004;1700;52;;;
041004;1800;29;;;
041004;1900;7;;;
041004;2000;1;;;
041004;2100;1;;;
041004;2200;1;;;
041004;2300;1;;;
041005;0000;1;;;
041005;0100;1;;;
041005;0200;2;;;
041005;0300;5;;;
041005;0400;5;;;
041005;0500;5;;;
041005;0600;5;;;
041005;0700;2;;;
041005;0800;3;;;
041005;0900;6;;;
041005;1000;2;;;
041005;1100;4;;;
041005;1200;5;;;
041005;1300;9;;;
041005;1400;13;;;
041005;1500;11;;;
041005;1600;15;;;
041005;1700;10;;;
041005;1800;2;;;
041005;1900;1;;;
041005;2000;1;;;
041005;2100;1;;;
041005;2200;1;;;
041005;2300;1;;;
041006;0000;1;;;
041006;0100;1;;;
041006;0200;1;;;
041006;0300;1;;;
041006;0400;1;;;
041006;0500;1;;;
041006;0600;1;;;
041006;0700;1;;;
041006;0800;3;;;
041006;0900;1;;;
041006;1000;2;;;
041006;1100;4;;;
041006;1200;9;;;
041006;1300;10;;;
041006;1400;;;;
041006;1500;;;248,001;
041006;1600;;;31,7182;
041006;1700;;;14,9017;
041006;1800;10;;;
041006;1900;2;;;
041006;2000;1;;;
041006;2100;1;;;
041006;2200;1;;;
041006;2300;2;;;
041007;0000;1;;;
041007;0100;6;;;
041007;0200;12;;;
041007;0300;11;;;
041007;0400;11;;;
041007;0500;9;;;
041007;0600;4;;;
041007;0700;3;;;
041007;0800;2;;;
041007;0900;3;;;
041007;1000;;;;
041007;1100;;;172,161;
041007;1200;;;186,631;
041007;1300;8;;;
041007;1400;5;;;
041007;1500;7;;;
041007;1600;10;;;
041007;1700;11;;;
041007;1800;4;;;
041007;1900;2;;;
041007;2000;2;;;
041007;2100;6;;;
041007;2200;2;;;
041007;2300;6;;;
041008;0000;9;;;
041008;0100;9;;;
041008;0200;9;;;
041008;0300;9;;;
041008;0400;6;;;
041008;0500;9;;;
041008;0600;4;;;
041008;0700;10;;;
041008;0800;8;;;
041008;0900;12;;;
041008;1000;19;;;
041008;1100;23;;;
041008;1200;34;;;
041008;1300;42;;;
041008;1400;49;;;
041008;1500;55;;;
041008;1600;62;;;
041008;1700;48;;;
041008;1800;19;;;
041008;1900;8;;;
041008;2000;1;;;
041008;2100;1;;;
041008;2200;1;;;
041008;2300;1;;;
041009;0000;1;;;
041009;0100;1;;;
041009;0200;1;;;
041009;0300;1;;;
041009;0400;1;;;
041009;0500;1;;;
041009;0600;1;;;
041009;0700;1;;;
041009;0800;1;;;
041009;0900;5;;;
041009;1000;5;;;
041009;1100;8;;;
041009;1200;18;;;
041009;1300;29;;;
041009;1400;37;;;
041009;1500;44;;;
041009;1600;37;;;
041009;1700;29;;;
041009;1800;21;;;
041009;1900;14;;;
041009;2000;7;;;
041009;2100;1;;;
041009;2200;1;;;
041009;2300;1;;;
041010;0000;1;;;
041010;0100;1;;;
041010;0200;1;;;
041010;0300;1;;;
041010;0400;1;;;
041010;0500;1;;;
041010;0600;1;;;
041010;0700;1;;;
041010;0800;2;;;
041010;0900;4;;;
041010;1000;10;;;
041010;1100;11;;;
041010;1200;15;;;
041010;1300;10;;;
041010;1400;17;;;
041010;1500;24;;;
041010;1600;28;;;
041010;1700;25;;;
041010;1800;14;;;
041010;1900;7;;;
041010;2000;2;;;
041010;2100;6;;;
041010;2200;1;;;
041010;2300;5;;;
041011;0000;7;;;
041011;0100;11;;;
041011;0200;10;;;
041011;0300;7;;;
041011;0400;8;;;
041011;0500;11;;;
041011;0600;9;;;
041011;0700;13;;;
041011;0800;22;;;
041011;0900;22;;;
041011;1000;18;;;
041011;1100;21;;;
041011;1200;23;;;
041011;1300;20;;;
041011;1400;18;;;
041011;1500;17;;;
041011;1600;12;;;
041011;1700;14;;;
041011;1800;5;;;
041011;1900;4;;;
041011;2000;4;;;
041011;2100;1;;;
041011;2200;2;;;
041011;2300;14;;;
041012;0000;14;;;
041012;0100;12;;;
041012;0200;12;;;
041012;0300;6;;;
041012;0400;4;;;
041012;0500;1;;;
041012;0600;1;;;
041012;0700;2;;;
041012;0800;6;;;
041012;0900;17;;;
041012;1000;25;;;
041012;1100;29;;;
041012;1200;35;;;
041012;1300;39;;;
041012;1400;40;;;
041012;1500;39;;;
041012;1600;36;;;
041012;1700;33;;;
041012;1800;18;;;
041012;1900;3;;;
041012;2000;1;;;
041012;2100;1;;;
041012;2200;1;;;
041012;2300;1;;;
041013;0000;1;;;
041013;0100;3;;;
041013;0200;7;;;
041013;0300;8;;;
041013;0400;7;;;
041013;0500;12;;;
041013;0600;1;;;
041013;0700;1;;;
041013;0800;3;;;
041013;0900;9;;;
041013;1000;14;;;
041013;1100;22;;;
041013;1200;35;;;
041013;1300;49;;;
041013;1400;44;;;
041013;1500;41;;;
041013;1600;34;;;
041013;1700;23;;;
041013;1800;8;;;
041013;1900;1;;;
041013;2000;1;;;
041013;2100;1;;;
041013;2200;1;;;
041013;2300;1;;;
041014;0000;1;;;
041014;0100;1;;;
041014;0200;1;;;
041014;0300;1;;;
041014;0400;1;;;
041014;0500;1;;;
041014;0600;1;;;
041014;0700;2;;;
041014;0800;6;;;
041014;0900;11;;;
041014;1000;14;;;
041014;1100;19;;;
041014;1200;29;;;
041014;1300;43;;;
041014;1400;50;;;
041014;1500;52;;;
041014;1600;39;;;
041014;1700;25;;;
041014;1800;18;;;
041014;1900;11;;;
041014;2000;4;;;
041014;2100;12;;;
041014;2200;5;;;
041014;2300;6;;;
041015;0000;11;;;
041015;0100;2;;;
041015;0200;7;;;
041015;0300;4;;;
041015;0400;10;;;
041015;0500;6;;;
041015;0600;2;;;
041015;0700;4;;;
041015;0800;12;;;
041015;0900;14;;;
041015;1000;19;;;
041015;1100;30;;;
041015;1200;36;;;
041015;1300;37;;;
041015;1400;34;;;
041015;1500;31;;;
041015;1600;26;;;
041015;1700;20;;;
041015;1800;15;;;
041015;1900;8;;;
041015;2000;12;;;
041015;2100;14;;;
041015;2200;10;;;
041015;2300;7;;;
041016;0000;7;;;
041016;0100;2;;;
041016;0200;1;;;
041016;0300;1;;;
041016;0400;1;;;
041016;0500;1;;;
041016;0600;1;;;
041016;0700;4;;;
041016;0800;11;;;
041016;0900;14;;;
041016;1000;20;;;
041016;1100;31;;;
041016;1200;42;;;
041016;1300;54;;;
041016;1400;63;;;
041016;1500;64;;;
041016;1600;52;;;
041016;1700;36;;;
041016;1800;28;;;
041016;1900;13;;;
041016;2000;3;;;
041016;2100;1;;;
041016;2200;1;;;
041016;2300;1;;;
041017;0000;1;;;
041017;0100;1;;;
041017;0200;1;;;
041017;0300;1;;;
041017;0400;1;;;
041017;0500;1;;;
041017;0600;1;;;
041017;0700;6;;;
041017;0800;13;;;
041017;0900;17;;;
041017;1000;22;;;
041017;1100;31;;;
041017;1200;34;;;
041017;1300;41;;;
041017;1400;45;;;
041017;1500;41;;;
041017;1600;36;;;
041017;1700;32;;;
041017;1800;20;;;
041017;1900;8;;;
041017;2000;1;;;
041017;2100;1;;;
041017;2200;1;;;
041017;2300;1;;;
041018;0000;1;;;
041018;0100;1;;;
041018;0200;3;;;
041018;0300;5;;;
041018;0400;3;;;
041018;0500;1;;;
041018;0600;1;;;
041018;0700;3;;;
041018;0800;14;;;
041018;0900;21;;;
041018;1000;27;;;
041018;1100;32;;;
041018;1200;41;;;
041018;1300;53;;;
041018;1400;50;;;
041018;1500;50;;;
041018;1600;46;;;
041018;1700;44;;;
041018;1800;38;;;
041018;1900;24;;;
041018;2000;3;;;
041018;2100;1;;;
041018;2200;1;;;
041018;2300;2;;;
041019;0000;5;;;
041019;0100;10;;;
041019;0200;12;;;
041019;0300;8;;;
041019;0400;9;;;
041019;0500;2;;;
041019;0600;1;;;
041019;0700;2;;;
041019;0800;9;;;
041019;0900;18;;;
041019;1000;25;;;
041019;1100;32;;;
041019;1200;56;;;
041019;1300;70;;;
041019;1400;91;;;
041019;1500;74;;;
041019;1600;59;;;
041019;1700;38;;;
041019;1800;28;;;
041019;1900;18;;;
041019;2000;2;;;
041019;2100;1;;;
041019;2200;1;;;
041019;2300;1;;;
041020;0000;1;;;
041020;0100;1;;;
041020;0200;2;;;
041020;0300;2;;;
041020;0400;4;;;
041020;0500;1;;;
041020;0600;1;;;
041020;0700;4;;;
041020;0800;10;;;
041020;0900;14;;;
041020;1000;21;;;
041020;1100;38;;;
041020;1200;53;;;
041020;1300;64;;;
041020;1400;67;;;
041020;1500;49;;;
041020;1600;38;;;
041020;1700;31;;;
041020;1800;20;;;
041020;1900;8;;;
041020;2000;1;;;
041020;2100;1;;;
041020;2200;1;;;
041020;2300;1;;;
041021;0000;1;;;
041021;0100;1;;;
041021;0200;1;;;
041021;0300;1;;;
041021;0400;1;;;
041021;0500;1;;;
041021;0600;1;;;
041021;0700;1;;;
041021;0800;5;;;
041021;0900;8;;;
041021;1000;8;;;
041021;1100;8;;;
041021;1200;11;;;
041021;1300;17;;;
041021;1400;29;;;
041021;1500;48;;;
041021;1600;48;;;
041021;1700;33;;;
041021;1800;20;;;
041021;1900;4;;;
041021;2000;1;;;
041021;2100;1;;;
041021;2200;1;;;
041021;2300;4;;;
041022;0000;3;;;
041022;0100;3;;;
041022;0200;2;;;
041022;0300;7;;;
041022;0400;5;;;
041022;0500;1;;;
041022;0600;1;;;
041022;0700;3;;;
041022;0800;7;;;
041022;0900;14;;;
041022;1000;28;;;
041022;1100;44;;;
041022;1200;53;;;
041022;1300;51;;;
041022;1400;39;;;
041022;1500;31;;;
041022;1600;25;;;
041022;1700;24;;;
041022;1800;21;;;
041022;1900;17;;;
041022;2000;13;;;
041022;2100;6;;;
041022;2200;2;;;
041022;2300;1;;;
041023;0000;1;;;
041023;0100;1;;;
041023;0200;1;;;
041023;0300;1;;;
041023;0400;1;;;
041023;0500;1;;;
041023;0600;1;;;
041023;0700;6;;;
041023;0800;13;;;
041023;0900;20;;;
041023;1000;27;;;
041023;1100;36;;;
041023;1200;43;;;
041023;1300;58;;;
041023;1400;47;;;
041023;1500;36;;;
041023;1600;30;;;
041023;1700;23;;;
041023;1800;17;;;
041023;1900;16;;;
041023;2000;13;;;
041023;2100;4;;;
041023;2200;5;;;
041023;2300;8;;;
041024;0000;10;;;
041024;0100;9;;;
041024;0200;9;;;
041024;0300;19;;;
041024;0400;28;;;
041024;0500;10;;;
041024;0600;6;;;
041024;0700;14;;;
041024;0800;21;;;
041024;0900;26;;;
041024;1000;34;;;
041024;1100;38;;;
041024;1200;45;;;
041024;1300;48;;;
041024;1400;48;;;
041024;1500;47;;;
041024;1600;49;;;
041024;1700;43;;;
041024;1800;33;;;
041024;1900;25;;;
041024;2000;10;;;
041024;2100;2;;;
041024;2200;1;;;
041024;2300;1;;;
041025;0000;1;;;
041025;0100;4;;;
041025;0200;7;;;
041025;0300;12;;;
041025;0400;11;;;
041025;0500;3;;;
041025;0600;1;;;
041025;0700;2;;;
041025;0800;6;;;
041025;0900;9;;;
041025;1000;13;;;
041025;1100;16;;;
041025;1200;24;;;
041025;1300;25;;;
041025;1400;25;;;
041025;1500;18;;;
041025;1600;11;;;
041025;1700;8;;;
041025;1800;3;;;
041025;1900;1;;;
041025;2000;5;;;
041025;2100;31;;;
041025;2200;12;;;
041025;2300;1;;;
041026;0000;1;;;
041026;0100;1;;;
041026;0200;1;;;
041026;0300;1;;;
041026;0400;1;;;
041026;0500;1;;;
041026;0600;4;;;
041026;0700;5;;;
041026;0800;10;;;
041026;0900;21;;;
041026;1000;33;;;
041026;1100;42;;;
041026;1200;53;;;
041026;1300;52;;;
041026;1400;51;;;
041026;1500;41;;;
041026;1600;34;;;
041026;1700;28;;;
041026;1800;11;;;
041026;1900;4;;;
041026;2000;1;;;
041026;2100;1;;;
041026;2200;1;;;
041026;2300;1;;;
041027;0000;2;;;
041027;0100;6;;;
041027;0200;9;;;
041027;0300;5;;;
041027;0400;5;;;
041027;0500;2;;;
041027;0600;3;;;
041027;0700;4;;;
041027;0800;11;;;
041027;0900;20;;;
041027;1000;27;;;
041027;1100;45;;;
041027;1200;63;;;
041027;1300;71;;;
041027;1400;77;;;
041027;1500;75;;;
041027;1600;58;;;
041027;1700;47;;;
041027;1800;46;;;
041027;1900;31;;;
041027;2000;12;;;
041027;2100;1;;;
041027;2200;4;;;
041027;2300;6;;;
041028;0000;3;;;
041028;0100;5;;;
041028;0200;3;;;
041028;0300;8;;;
041028;0400;11;;;
041028;0500;6;;;
041028;0600;1;;;
041028;0700;4;;;
041028;0800;8;;;
041028;0900;26;;;
041028;1000;34;;;
041028;1100;43;;;
041028;1200;63;;;
041028;1300;75;;;
041028;1400;67;;;
041028;1500;57;;;
041028;1600;48;;;
041028;1700;38;;;
041028;1800;34;;;
041028;1900;24;;;
041028;2000;6;;;
041028;2100;3;;;
041028;2200;1;;;
041028;2300;1;;;
041029;0000;1;;;
041029;0100;1;;;
041029;0200;2;;;
041029;0300;5;;;
041029;0400;1;;;
041029;0500;1;;;
041029;0600;1;;;
041029;0700;4;;;
041029;0800;4;;;
041029;0900;8;;;
041029;1000;24;;;
041029;1100;31;;;
041029;1200;49;;;
041029;1300;65;;;
041029;1400;58;;;
041029;1500;50;;;
041029;1600;45;;;
041029;1700;30;;;
041029;1800;24;;;
041029;1900;9;;;
041029;2000;5;;;
041029;2100;1;;;
041029;2200;1;;;
041029;2300;1;;;
041030;0000;1;;;
041030;0100;1;;;
041030;0200;1;;;
041030;0300;1;;;
041030;0400;1;;;
041030;0500;1;;;
041030;0600;1;;;
041030;0700;8;;;
041030;0800;22;;;
041030;0900;28;;;
041030;1000;38;;;
041030;1100;55;;;
041030;1200;77;;;
041030;1300;72;;;
041030;1400;63;;;
041030;1500;58;;;
041030;1600;50;;;
041030;1700;44;;;
041030;1800;31;;;
041030;1900;21;;;
041030;2000;10;;;
041030;2100;3;;;
041030;2200;1;;;
041030;2300;1;;;
041031;0000;1;;;
041031;0100;1;;;
041031;0200;1;;;
041031;0300;3;;;
041031;0400;3;;;
041031;0500;7;;;
041031;0600;9;;;
041031;0700;17;;;
041031;0800;25;;;
041031;0900;37;;;
041031;1000;51;;;
041031;1100;65;;;
041031;1200;77;;;
041031;1300;72;;;
041031;1400;75;;;
041031;1500;74;;;
041031;1600;71;;;
041031;1700;61;;;
041031;1800;42;;;
041031;1900;25;;;
041031;2000;7;;;
041031;2100;4;;;
041031;2200;5;;;
041031;2300;11;;;
041101;0000;7;;;
041101;0100;6;;;
041101;0200;5;;;
041101;0300;8;;;
041101;0400;11;;;
041101;0500;14;;;
041101;0600;10;;;
041101;0700;18;;;
041101;0800;32;;;
041101;0900;36;;;
041101;1000;44;;;
041101;1100;64;;;
041101;1200;80;;;
041101;1300;91;;;
041101;1400;68;;;
041101;1500;66;;;
041101;1600;55;;;
041101;1700;41;;;
041101;1800;35;;;
041101;1900;30;;;
041101;2000;9;;;
041101;2100;3;;;
041101;2200;1;;;
041101;2300;3;;;
041102;0000;8;;;
041102;0100;17;;;
041102;0200;15;;;
041102;0300;7;;;
041102;0400;10;;;
041102;0500;1;;;
041102;0600;1;;;
041102;0700;1;;;
041102;0800;2;;;
041102;0900;5;;;
041102;1000;10;;;
041102;1100;12;;;
041102;1200;26;;;
041102;1300;38;;;
041102;1400;36;;;
041102;1500;25;;;
041102;1600;20;;;
041102;1700;13;;;
041102;1800;3;;;
041102;1900;4;;;
041102;2000;1;;;
041102;2100;1;;;
041102;2200;1;;;
041102;2300;1;;;
041103;0000;1;;;
041103;0100;1;;;
041103;0200;1;;;
041103;0300;1;;;
041103;0400;1;;;
041103;0500;1;;;
041103;0600;1;;;
041103;0700;1;;;
041103;0800;5;;;
041103;0900;8;;;
041103;1000;8;;;
041103;1100;13;;;
041103;1200;19;;;
041103;1300;30;;;
041103;1400;44;;;
041103;1500;50;;;
041103;1600;41;;;
041103;1700;21;;;
041103;1800;15;;;
041103;1900;9;;;
041103;2000;4;;;
041103;2100;14;;;
041103;2200;14;;;
041103;2300;24;;;
041104;0000;22;;;
041104;0100;21;;;
041104;0200;22;;;
041104;0300;20;;;
041104;0400;21;;;
041104;0500;13;;;
041104;0600;8;;;
041104;0700;6;;;
041104;0800;9;;;
041104;0900;4;;;
041104;1000;8;;;
041104;1100;17;;;
041104;1200;27;;;
041104;1300;34;;;
041104;1400;43;;;
041104;1500;43;;;
041104;1600;49;;;
041104;1700;37;;;
041104;1800;31;;;
041104;1900;21;;;
041104;2000;4;;;
041104;2100;2;;;
041104;2200;2;;;
041104;2300;4;;;
041105;0000;3;;;
041105;0100;5;;;
041105;0200;5;;;
041105;0300;6;;;
041105;0400;7;;;
041105;0500;1;;;
041105;0600;2;;;
041105;0700;8;;;
041105;0800;15;;;
041105;0900;22;;;
041105;1000;27;;;
041105;1100;38;;;
041105;1200;45;;;
041105;1300;59;;;
041105;1400;63;;;
041105;1500;57;;;
041105;1600;57;;;
041105;1700;50;;;
041105;1800;46;;;
041105;1900;19;;;
041105;2000;2;;;
041105;2100;2;;;
041105;2200;2;;;
041105;2300;3;;;
041106;0000;8;;;
041106;0100;10;;;
041106;0200;18;;;
041106;0300;19;;;
041106;0400;19;;;
041106;0500;12;;;
041106;0600;16;;;
041106;0700;14;;;
041106;0800;23;;;
041106;0900;37;;;
041106;1000;45;;;
041106;1100;52;;;
041106;1200;63;;;
041106;1300;83;;;
041106;1400;73;;;
041106;1500;68;;;
041106;1600;63;;;
041106;1700;46;;;
041106;1800;34;;;
041106;1900;25;;;
041106;2000;6;;;
041106;2100;1;;;
041106;2200;1;;;
041106;2300;1;;;
041107;0000;1;;;
041107;0100;1;;;
041107;0200;2;;;
041107;0300;2;;;
041107;0400;3;;;
041107;0500;7;;;
041107;0600;7;;;
041107;0700;7;;;
041107;0800;20;;;
041107;0900;23;;;
041107;1000;36;;;
041107;1100;48;;;
041107;1200;62;;;
041107;1300;76;;;
041107;1400;79;;;
041107;1500;49;;;
041107;1600;38;;;
041107;1700;30;;;
041107;1800;23;;;
041107;1900;16;;;
041107;2000;6;;;
041107;2100;1;;;
041107;2200;1;;;
041107;2300;2;;;
041108;0000;1;;;
041108;0100;1;;;
041108;0200;1;;;
041108;0300;9;;;
041108;0400;12;;;
041108;0500;8;;;
041108;0600;3;;;
041108;0700;2;;;
041108;0800;3;;;
041108;0900;10;;;
041108;1000;13;;;
041108;1100;14;;;
041108;1200;19;;;
041108;1300;29;;;
041108;1400;29;;;
041108;1500;33;;;
041108;1600;38;;;
041108;1700;30;;;
041108;1800;14;;;
041108;1900;2;;;
041108;2000;1;;;
041108;2100;1;;;
041108;2200;1;;;
041108;2300;1;;;
041109;0000;3;;;
041109;0100;7;;;
041109;0200;2;;;
041109;0300;3;;;
041109;0400;3;;;
041109;0500;2;;;
041109;0600;4;;;
041109;0700;5;;;
041109;0800;5;;;
041109;0900;14;;;
041109;1000;24;;;
041109;1100;37;;;
041109;1200;55;;;
041109;1300;67;;;
041109;1400;60;;;
041109;1500;55;;;
041109;1600;50;;;
041109;1700;43;;;
041109;1800;29;;;
041109;1900;14;;;
041109;2000;5;;;
041109;2100;1;;;
041109;2200;1;;;
041109;2300;1;;;
041110;0000;1;;;
041110;0100;1;;;
041110;0200;3;;;
041110;0300;3;;;
041110;0400;4;;;
041110;0500;3;;;
041110;0600;2;;;
041110;0700;8;;;
041110;0800;12;;;
041110;0900;23;;;
041110;1000;37;;;
041110;1100;52;;;
041110;1200;72;;;
041110;1300;76;;;
041110;1400;73;;;
041110;1500;69;;;
041110;1600;68;;;
041110;1700;53;;;
041110;1800;36;;;
041110;1900;23;;;
041110;2000;10;;;
041110;2100;1;;;
041110;2200;2;;;
041110;2300;3;;;
041111;0000;1;;;
041111;0100;1;;;
041111;0200;6;;;
041111;0300;9;;;
041111;0400;9;;;
041111;0500;3;;;
041111;0600;1;;;
041111;0700;4;;;
041111;0800;3;;;
041111;0900;5;;;
041111;1000;9;;;
041111;1100;13;;;
041111;1200;12;;;
041111;1300;14;;;
041111;1400;12;;;
041111;1500;10;;;
041111;1600;6;;;
041111;1700;6;;;
041111;1800;3;;;
041111;1900;1;;;
041111;2000;2;;;
041111;2100;2;;;
041111;2200;1;;;
041111;2300;1;;;
041112;0000;1;;;
041112;0100;1;;;
041112;0200;1;;;
041112;0300;1;;;
041112;0400;1;;;
041112;0500;1;;;
041112;0600;1;;;
041112;0700;1;;;
041112;0800;1;;;
041112;0900;2;;;
041112;1000;3;;;
041112;1100;4;;;
041112;1200;10;;;
041112;1300;15;;;
041112;1400;15;;;
041112;1500;15;;;
041112;1600;6;;;
041112;1700;8;;;
041112;1800;6;;;
041112;1900;5;;;
041112;2000;1;;;
041112;2100;1;;;
041112;2200;3;;;
041112;2300;4;;;
041113;0000;6;;;
041113;0100;5;;;
041113;0200;4;;;
041113;0300;5;;;
041113;0400;7;;;
041113;0500;7;;;
041113;0600;4;;;
041113;0700;7;;;
041113;0800;9;;;
041113;0900;8;;;
041113;1000;8;;;
041113;1100;5;;;
041113;1200;14;;;
041113;1300;19;;;
041113;1400;11;;;
041113;1500;11;;;
041113;1600;11;;;
041113;1700;15;;;
041113;1800;18;;;
041113;1900;14;;;
041113;2000;4;;;
041113;2100;1;;;
041113;2200;1;;;
041113;2300;1;;;
041114;0000;1;;;
041114;0100;1;;;
041114;0200;1;;;
041114;0300;1;;;
041114;0400;1;;;
041114;0500;1;;;
041114;0600;1;;;
041114;0700;4;;;
041114;0800;12;;;
041114;0900;19;;;
041114;1000;23;;;
041114;1100;34;;;
041114;1200;50;;;
041114;1300;65;;;
041114;1400;71;;;
041114;1500;56;;;
041114;1600;39;;;
041114;1700;32;;;
041114;1800;25;;;
041114;1900;21;;;
041114;2000;11;;;
041114;2100;3;;;
041114;2200;4;;;
041114;2300;2;;;
041115;0000;1;;;
041115;0100;1;;;
041115;0200;3;;;
041115;0300;5;;;
041115;0400;3;;;
041115;0500;1;;;
041115;0600;3;;;
041115;0700;6;;;
041115;0800;12;;;
041115;0900;18;;;
041115;1000;23;;;
041115;1100;30;;;
041115;1200;55;;;
041115;1300;56;;;
041115;1400;56;;;
041115;1500;57;;;
041115;1600;54;;;
041115;1700;48;;;
041115;1800;39;;;
041115;1900;18;;;
041115;2000;9;;;
041115;2100;1;;;
041115;2200;1;;;
041115;2300;1;;;
041116;0000;1;;;
041116;0100;1;;;
041116;0200;3;;;
041116;0300;4;;;
041116;0400;3;;;
041116;0500;2;;;
041116;0600;3;;;
041116;0700;9;;;
041116;0800;22;;;
041116;0900;25;;;
041116;1000;33;;;
041116;1100;49;;;
041116;1200;68;;;
041116;1300;95;;;
041116;1400;86;;;
041116;1500;76;;;
041116;1600;70;;;
041116;1700;60;;;
041116;1800;46;;;
041116;1900;14;;;
041116;2000;3;;;
041116;2100;2;;;
041116;2200;1;;;
041116;2300;1;;;
041117;0000;2;;;
041117;0100;6;;;
041117;0200;9;;;
041117;0300;14;;;
041117;0400;10;;;
041117;0500;9;;;
041117;0600;2;;;
041117;0700;9;;;
041117;0800;33;;;
041117;0900;44;;;
041117;1000;59;;;
041117;1100;67;;;
041117;1200;88;;;
041117;1300;111;;;
041117;1400;101;;;
041117;1500;80;;;
041117;1600;61;;;
041117;1700;51;;;
041117;1800;41;;;
041117;1900;30;;;
041117;2000;4;;;
041117;2100;1;;;
041117;2200;1;;;
041117;2300;1;;;
041118;0000;1;;;
041118;0100;1;;;
041118;0200;3;;;
041118;0300;4;;;
041118;0400;4;;;
041118;0500;1;;;
041118;0600;2;;;
041118;0700;10;;;
041118;0800;18;;;
041118;0900;27;;;
041118;1000;41;;;
041118;1100;54;;;
041118;1200;100;;;
041118;1300;96;;;
041118;1400;73;;;
041118;1500;69;;;
041118;1600;63;;;
041118;1700;50;;;
041118;1800;34;;;
041118;1900;13;;;
041118;2000;3;;;
041118;2100;1;;;
041118;2200;1;;;
041118;2300;1;;;
041119;0000;1;;;
041119;0100;1;;;
041119;0200;1;;;
041119;0300;1;;;
